Title,Time,Link,Subdomain,Sentiment
The Man in Charge of Getting the Baltimore Port Back in Business,2024-04-11 10:08,https://www.wsj.com/business/logistics/jonathan-daniels-francis-scott-key-bridge-port-operations-7246dc80?mod=business_lead_pos5,Business,2
Biden’s Green-Energy Price Shock,2024-04-11 00:00,https://www.wsj.com/articles/electricity-prices-biden-green-energy-labor-department-2b4ea2cb?mod=business_trendingnow_opn_pos1,Articles,0
The Podcast Host Who Also Manages a $1.6 Trillion Investment Fund,2024-04-11 00:00,https://www.wsj.com/business/the-podcast-host-who-also-manages-a-1-6-trillion-investment-fund-e7eef35f?mod=business_trendingnow_article_pos1,Business,2
Should You Buy a Hybrid Car? Here’s What You Need to Know,2024-04-11 08:08,https://www.wsj.com/lifestyle/cars/hybrid-car-is-it-worth-it-69adc329?mod=business_trendingnow_article_pos2,Articles,2
Amazon CEO Touts AI Revolution While Committing to Cost Cuts,2024-04-11 10:08,https://www.wsj.com/tech/ai/amazon-ceo-says-generative-ai-could-be-largest-technological-transformation-since-the-internet-da57c68f?mod=business_trendingnow_article_pos4,Business,2
Psychedelics Paid for by Work? It’s Coming,2024-04-11 16:08,https://www.wsj.com/health/wellness/will-your-health-benefits-cover-psychedelic-therapy-some-employers-say-yes-4bf810fe?mod=business_trendingnow_article_pos5,Health,2
Israel Wins Gaza Battles but Risks Losing the War,2024-04-11 23:08,https://www.wsj.com/world/middle-east/israel-wins-gaza-battles-but-risks-losing-the-war-c6a3823f?mod=business_whatsnews_pos1,Politics,0
Interest Rates Have Investors Worried. Profits Give Them Comfort.,2024-04-11 23:08,https://www.wsj.com/finance/interest-rates-have-investors-worried-profits-give-them-comfort-c4abb6cb?mod=business_whatsnews_pos2,Finance,2
Morgan Stanley’s Wealth Arm Probed by Multiple Federal Regulators,2024-04-11 16:08,https://www.wsj.com/finance/regulation/morgan-stanleys-wealth-arm-probed-by-multiple-federal-regulators-3d0dd46a?mod=business_whatsnews_pos3,Finance,0
Iranian Attack Expected on Israel in Next Two Days,2024-04-11 20:08,https://www.wsj.com/world/middle-east/iranian-attack-expected-on-israel-in-next-two-days-42b0537c?mod=business_whatsnews_pos4,Politics,0
Stay Put or Pay Up: Home Buyers Lose Hope for Lower Rates,2024-04-11 21:08,https://www.wsj.com/economy/housing/mortgage-rates-home-buyers-plans-changing-4b4b5a23?mod=business_whatsnews_pos5,Economy,0
Tech Stock Rebound Sends Nasdaq Composite to New Record,2024-04-11 17:08,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-11-2024-3ae3c49b?mod=finance_lead_pos1,Finance,4
Banks Start Reporting Earnings This Week. Here’s What To Expect.,2024-04-11 06:08,https://www.wsj.com/finance/banking/bank-earnings-stocks-jpmorgan-goldman-citigroup-ed8936bd?mod=finance_lead_pos2,Finance,2
"Fed Rate Cuts Are Now a Matter of If, Not Just When",2024-04-11 16:08,https://www.wsj.com/economy/central-banking/fed-rate-cuts-are-now-a-matter-of-if-not-just-when-144a978e?mod=finance_lead_pos3,Economy,2
Mortgage Rates Near 7% Again,2024-04-11 13:08,https://www.wsj.com/economy/housing/mortgage-rates-near-7-again-cd1dfae0?mod=finance_lead_pos4,Economy,0
Expiring 2017 Trump Tax Cuts Create a Chance for Reform,2024-04-11 23:08,https://www.wsj.com/articles/expiring-trump-tax-cuts-create-a-chance-for-reform-2017-legislation-362f352e?mod=finance_trendingnow_opn_pos1,Articles,2
Let Americans Bank Again,2024-04-11 23:08,https://www.wsj.com/articles/let-americans-bank-again-42e2a002?mod=finance_trendingnow_opn_pos2,Articles,4
This $77 Million Aspen Ranch is Colorado’s Most Expensive Home—For Now,2024-04-11 17:08,https://www.wsj.com/real-estate/luxury-homes/this-77-million-aspen-ranch-is-colorados-most-expensive-homefor-now-5ccb5385?mod=real-estate_lead_story,Real-Estate,2
Late Designer Max Azria’s Massive Compound Is Heading to Auction,2024-04-11 13:08,https://www.wsj.com/real-estate/luxury-homes/late-designer-max-azrias-massive-compound-is-heading-to-auction-bddbbb20?mod=real-estate_lead_pos1,Real-Estate,2
The Party’s Over for Coachella’s Glitziest Rental Mansions,2024-04-11 00:00,https://www.wsj.com/real-estate/luxury-homes/the-partys-over-for-coachellas-glitziest-rental-mansions-322b3d75?mod=real-estate_lead_pos2,Real-Estate,0
Movie Theaters Have Weird Real Estate. It’s Saving Them.,2024-04-08 00:00,https://www.wsj.com/real-estate/commercial/movie-theaters-have-weird-real-estate-its-saving-them-8053335f?mod=real-estate_trendingnow_article_pos5,Real-Estate,2
